#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                 0.5                    0    0.219483195574485                    0
                 0.5                    0    0.247731748114034                    0
                 0.5                    0    0.272389848814477                    0
                 0.5                    0    0.292848625183033                    0
                 0.5                    0    0.308575068913252                    0
                 0.5                    0    0.319133824065248                    0
                 0.5                    0    0.324205748234865                    0
                 0.5                    0    0.323602156349541                    0
                 0.5                    0    0.317273880691409                    0
                 0.5                    0    0.305314570716763                    0
                 0.5                    0    0.287957991429126                    0
                 0.5                    0    0.265569434447567                    0
                 0.5                    0    0.238631704503766                    0
                 0.5                    0    0.207726459437579                    0
                 0.5                    0    0.173511940346599                    0
                 0.5                    0    0.136698311980989                    0
                 0.5                    0   0.0980219300440872                    0
                 0.5                    0   0.0582198576133724                    0
                 0.5                    0   0.0180058709638924                    0
                 0.5                    0  -0.0219509637901459                    0
                 0.5                    0  -0.0610442813543816                    0
                 0.5                    0  -0.0987443733541709                    0
                 0.5                    0   -0.134607786493162                    0
                 0.5                    0   -0.168282514539429                    0
                 0.5                    0   -0.199508988107283                    0
                 0.5                    0    -0.22811727951904                    0
                 0.5                    0   -0.254021103264249                    0
                 0.5                    0   -0.277209299736175                    0
                 0.5                    0   -0.297735540172882                    0
                 0.5                    0   -0.315706987815769                    0
                 0.5                    0   -0.331272601658075                    0
                 0.5                    0   -0.344611684769738                    0
                 0.5                    0    -0.35592317035702                    0
                 0.5                    0   -0.365416016908725                    0
                 0.5                    0   -0.373300959616186                    0
                 0.5                    0   -0.379783747746964                    0
                 0.5                    0   -0.385059893725814                    0
                 0.5                    0   -0.389310873952258                    0
                 0.5                    0   -0.392701656221062                    0
                 0.5                    0   -0.395379384344071                    0
                 0.5                    0   -0.397473025884619                    0
                 0.5                    0     -0.3990937812942                    0
                 0.5                    0   -0.400336058933899                    0
                 0.5                    0   -0.401278836911643                    0
                 0.5                    0   -0.401987255866552                    0
                 0.5                    0   -0.402514313607698                    0
                  56                    0   -0.403865722165443                    0
                   0                    0   -0.403865722165443                    0
