#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
166.52818202   6.12113002   0.00000000
166.52818202   6.12588275   0.00000000
167.02818202   6.12588275   0.00000000
167.02818202   6.12980486   0.00000000
167.52818202   6.12980486   0.00000000
167.52818202   6.13302366   0.00000000
168.02818202   6.13302366   0.00000000
168.02818202   6.13565040   0.00000000
168.52818202   6.13565040   0.00000000
168.52818202   6.13778118   0.00000000
169.02818202   6.13778118   0.00000000
169.02818202   6.13949754   0.00000000
169.52818202   6.13949754   0.00000000
169.52818202   6.14086627   0.00000000
170.02818202   6.14086627   0.00000000
170.02818202   6.14193766   0.00000000
170.52818202   6.14193766   0.00000000
170.52818202   6.14274111   0.00000000
171.02818202   6.14274111   0.00000000
171.02818202   6.14327616   0.00000000
171.52818202   6.14327616   0.00000000
171.52818202   6.14349697   0.00000000
172.02818202   6.14349697   0.00000000
172.02818202   6.14328773   0.00000000
172.52818202   6.14328773   0.00000000
172.52818202   6.14242781   0.00000000
173.02818202   6.14242781   0.00000000
173.02818202   6.14054719   0.00000000
173.52818202   6.14054719   0.00000000
173.52818202   6.13707748   0.00000000
174.02818202   6.13707748   0.00000000
174.02818202   6.13120862   0.00000000
174.52818202   6.13120862   0.00000000
174.52818202   6.12186737   0.00000000
175.02818202   6.12186737   0.00000000
175.02818202   6.10773640   0.00000000
175.52818202   6.10773640   0.00000000
175.52818202   6.08732961   0.00000000
176.02818202   6.08732961   0.00000000
176.02818202   6.05912865   0.00000000
176.52818202   6.05912865   0.00000000
176.52818202   6.02176678   0.00000000
177.02818202   6.02176678   0.00000000
177.02818202   5.97422469   0.00000000
177.52818202   5.97422469   0.00000000
177.52818202   5.91598646   0.00000000
178.02818202   5.91598646   0.00000000
178.02818202   5.84710290   0.00000000
178.52818202   5.84710290   0.00000000
178.52818202   5.76812907   0.00000000
179.02818202   5.76812907   0.00000000
179.02818202   5.67994224   0.00000000
179.52818202   5.67994224   0.00000000
179.52818202   5.58349336   0.00000000
180.02818202   5.58349336   0.00000000
180.02818202   5.47958043   0.00000000
180.52818202   5.47958043   0.00000000
180.52818202   5.36873666   0.00000000
181.02818202   5.36873666   0.00000000
181.02818202   5.25129058   0.00000000
181.52818202   5.25129058   0.00000000
181.52818202   5.12758557   0.00000000
182.02818202   5.12758557   0.00000000
182.02818202   4.99826684   0.00000000
182.52818202   4.99826684   0.00000000
182.52818202   4.86448863   0.00000000
183.02818202   4.86448863   0.00000000
183.02818202   4.72789423   0.00000000
183.52818202   4.72789423   0.00000000
183.52818202   4.59028863   0.00000000
184.02818202   4.59028863   0.00000000
184.02818202   4.45304320   0.00000000
184.52818202   4.45304320   0.00000000
184.52818202   4.31640413   0.00000000
185.02818202   4.31640413   0.00000000
185.02818202   4.17896476   0.00000000
185.52818202   4.17896476   0.00000000
185.52818202   4.03756228   0.00000000
186.02818202   4.03756228   0.00000000
186.02818202   3.88775422   0.00000000
186.52818202   3.88775422   0.00000000
186.52818202   3.72484485   0.00000000
187.02818202   3.72484485   0.00000000
187.02818202   3.54522956   0.00000000
187.52818202   3.54522956   0.00000000
187.52818202   3.34768320   0.00000000
188.02818202   3.34768320   0.00000000
188.02818202   3.13419719   0.00000000
188.52818202   3.13419719   0.00000000
188.52818202   2.91008590   0.00000000
189.02818202   2.91008590   0.00000000
189.02818202   2.68329922   0.00000000
189.52818202   2.68329922   0.00000000
189.52818202   2.46311635   0.00000000
190.02818202   2.46311635   0.00000000
190.02818202   2.25857173   0.00000000
190.52818202   2.25857173   0.00000000
190.52818202   2.07701795   0.00000000
191.02818202   2.07701795   0.00000000
191.02818202   1.92315451   0.00000000
191.52818202   1.92315451   0.00000000
191.52818202   1.79868440   0.00000000
192.02818202   1.79868440   0.00000000
192.02818202   1.70257131   0.00000000
192.52818202   1.70257131   0.00000000
192.52818202   1.63172322   0.00000000
193.02818202   1.63172322   0.00000000
193.02818202   1.58186169   0.00000000
193.52818202   1.58186169   0.00000000
193.52818202   1.54835232   0.00000000
194.02818202   1.54835232   0.00000000
194.02818202   1.52684436   0.00000000
194.52818202   1.52684436   0.00000000
194.52818202   1.51365803   0.00000000
195.02818202   1.51365803   0.00000000
195.02818202   1.50593534   0.00000000
195.52818202   1.50593534   0.00000000
195.52818202   1.50161582   0.00000000
196.02818202   1.50161582   0.00000000
196.02818202   1.49931221   0.00000000
196.52818202   1.49931221   0.00000000
196.52818202   1.49815107   0.00000000
197.02818202   1.49815107   0.00000000
197.02818202   1.49762350   0.00000000
197.52818202   1.49762350   0.00000000
197.52818202   1.49747010   0.00000000
198.02818202   1.49747010   0.00000000
198.02818202   1.49761022   0.00000000
198.52818202   1.49761022   0.00000000
198.52818202   1.49811773   0.00000000
199.02818202   1.49811773   0.00000000
199.02818202   1.49924335   0.00000000
199.52818202   1.49924335   0.00000000
199.52818202   1.50148355   0.00000000
200.02818202   1.50148355   0.00000000
200.02818202   1.50569398   0.00000000
200.52818202   1.50569398   0.00000000
200.52818202   1.51323813   0.00000000
201.02818202   1.51323813   0.00000000
201.02818202   1.52614757   0.00000000
201.52818202   1.52614757   0.00000000
201.52818202   1.54724973   0.00000000
202.02818202   1.54724973   0.00000000
202.02818202   1.58019883   0.00000000
202.52818202   1.58019883   0.00000000
202.52818202   1.62933480   0.00000000
203.02818202   1.62933480   0.00000000
203.02818202   1.69930712   0.00000000
203.52818202   1.69930712   0.00000000
203.52818202   1.79444497   0.00000000
204.02818202   1.79444497   0.00000000
204.02818202   1.91793075   0.00000000
204.52818202   1.91793075   0.00000000
204.52818202   2.07092521   0.00000000
205.02818202   2.07092521   0.00000000
205.02818202   2.25186668   0.00000000
205.52818202   2.25186668   0.00000000
205.52818202   2.45618658   0.00000000
206.02818202   2.45618658   0.00000000
206.02818202   2.67662108   0.00000000
206.52818202   2.67662108   0.00000000
206.52818202   2.90415491   0.00000000
207.02818202   2.90415491   0.00000000
207.02818202   3.12944450   0.00000000
207.52818202   3.12944450   0.00000000
207.52818202   3.34439784   0.00000000
208.02818202   3.34439784   0.00000000
208.02818202   3.54350658   0.00000000
208.52818202   3.54350658   0.00000000
208.52818202   3.72457352   0.00000000
209.02818202   3.72457352   0.00000000
209.02818202   3.88864917   0.00000000
209.52818202   3.88864917   0.00000000
209.52818202   4.03922855   0.00000000
210.02818202   4.03922855   0.00000000
210.02818202   4.18097834   0.00000000
210.52818202   4.18097834   0.00000000
210.52818202   4.31838669   0.00000000
211.02818202   4.31838669   0.00000000
211.02818202   4.45471351   0.00000000
211.52818202   4.45471351   0.00000000
211.52818202   4.59148207   0.00000000
212.02818202   4.59148207   0.00000000
212.02818202   4.72855219   0.00000000
212.52818202   4.72855219   0.00000000
212.52818202   4.86462795   0.00000000
213.02818202   4.86462795   0.00000000
213.02818202   4.99794326   0.00000000
213.52818202   4.99794326   0.00000000
213.52818202   5.12686354   0.00000000
214.02818202   5.12686354   0.00000000
214.02818202   5.25022687   0.00000000
214.52818202   5.25022687   0.00000000
