#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     8.87899688277714                2.069                    0
    39.8437752948688     8.87899688277714     3.16779730108354                    0
    89.1844067294354                    0     1.93191326739306                    0
                   1                    0     1.94471642645987                    0
                 0.5                    0     1.94608474087062                    0
                 0.5                    0     1.94783551472993                    0
                 0.5                    0     1.95036212683406                    0
                 0.5                    0       1.953740420012                    0
                 0.5                    0     1.95806829081893                    0
                 0.5                    0     1.96346586700635                    0
                 0.5                    0      1.9700756052196                    0
                 0.5                    0      1.9780622429234                    0
                 0.5                    0     1.98761253169108                    0
                 0.5                    0     1.99893467478367                    0
                 0.5                    0     2.01225739081497                    0
                 0.5                    0     2.02782852763233                    0
                 0.5                    0     2.04591315665468                    0
                 0.5                    0     2.06679108801428                    0
                 0.5                    0     2.09075376102424                    0
                 0.5                    0     2.11810048265281                    0
                 0.5                    0     2.14913400854506                    0
                 0.5                    0     2.18415548619777                    0
                 0.5                    0     2.22345880744569                    0
                 0.5                    0     2.26732444652328                    0
                 0.5                    0      2.3160128894925                    0
                 0.5                    0     2.36975778947986                    0
                 0.5                    0     2.42875900854084                    0
                 0.5                    0     2.49317572961447                    0
                 0.5                    0     2.56311983952594                    0
                 0.5                    0     2.63864979503345                    0
                 0.5                    0     2.71976518738865                    0
                 0.5                    0     2.80640221596263                    0
                 0.5                    0     2.89843026770607                    0
                 0.5                    0     2.99564977650152                    0
                 0.5                    0      3.0977915052089                    0
                 0.5                    0      3.2045173542445                    0
                 0.5                    0     3.31542275515049                    0
                 0.5                    0     3.43004065748658                    0
                 0.5                    0     3.54784706451384                    0
                 0.5                    0     3.66826801978102                    0
                 0.5                    0     3.79068789521865                    0
                 0.5                    0     3.91445878404483                    0
                 0.5                    0     4.03891076089413                    0
                 0.5                    0     4.16838167298389                    0
                 0.5                    0     4.29104850167463                    0
                 0.5                    0     4.41259159285965                    0
                 0.5                    0     4.53232006764494                    0
                 0.5                    0     4.64958255431021                    0
                 0.5                    0     4.76377557046617                    0
                 0.5                    0     4.87435089633197                    0
                 0.5                    0     4.98082174396083                    0
                 0.5                    0     5.08276757142423                    0
                 0.5                    0     5.17983744010495                    0
                 0.5                    0     5.27175186492907                    0
                 0.5                    0      5.3583031591467                    0
                 0.5                    0     5.43935432482444                    0
                 0.5                    0     5.51483658544474                    0
                 0.5                    0      5.5847456961546                    0
                 0.5                    0     5.64913719891022                    0
                 0.5                    0     5.70812081312022                    0
                 0.5                    0     5.76185416695878                    0
                 0.5                    0     5.81053608032323                    0
                 0.5                    0     5.85439960788669                    0
                 0.5                    0     5.89370504064874                    0
                 0.5                    0     5.92873304790622                    0
                 0.5                    0     5.95977811994728                    0
                 0.5                    0     5.98714244642682                    0
                 0.5                    0     6.01113033775474                    0
                 0.5                    0     6.03204326831579                    0
                 0.5                    0     6.05017559222454                    0
                 0.5                    0     6.06581095571583                    0
                 0.5                    0     6.07921940608857                    0
                 0.5                    0     6.09065517604049                    0
                 0.5                    0     6.10035510469204                    0
                 0.5                    0     6.10853764279032                    0
                 0.5                    0     6.11540237942177                    0
                 0.5                    0     6.12113002059766                    0
