#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                 0.5                    0     6.12588274526177                    0
                 0.5                    0     6.12980485942858                    0
                 0.5                    0     6.13302365992502                    0
                 0.5                    0     6.13565039720641                    0
                 0.5                    0     6.13778117700659                    0
                 0.5                    0     6.13949753911476                    0
                 0.5                    0     6.14086626506495                    0
                 0.5                    0     6.14193765950575                    0
                 0.5                    0     6.14274110587924                    0
                 0.5                    0     6.14327615892132                    0
                 0.5                    0     6.14349696546506                    0
                 0.5                    0     6.14328773391644                    0
                 0.5                    0     6.14242780721546                    0
                 0.5                    0     6.14054719271597                    0
                 0.5                    0     6.13707748404075                    0
                 0.5                    0     6.13120861551109                    0
                 0.5                    0     6.12186736971856                    0
                 0.5                    0     6.10773640349775                    0
                 0.5                    0     6.08732961301235                    0
                 0.5                    0     6.05912864906721                    0
                 0.5                    0      6.0217667828936                    0
                 0.5                    0     5.97422468819236                    0
                 0.5                    0     5.91598645785276                    0
                 0.5                    0     5.84710290193564                    0
                 0.5                    0     5.76812907376301                    0
                 0.5                    0     5.67994224071194                    0
                 0.5                    0     5.58349336174658                    0
                 0.5                    0     5.47958043121539                    0
                 0.5                    0     5.36873665681381                    0
                 0.5                    0     5.25129057557773                    0
                 0.5                    0     5.12758557370989                    0
                 0.5                    0     4.99826684473142                    0
                 0.5                    0     4.86448862543796                    0
                 0.5                    0     4.72789423293274                    0
                 0.5                    0     4.59028862751497                    0
                 0.5                    0     4.45304319781561                    0
                 0.5                    0      4.3164041343571                    0
                 0.5                    0     4.17896475891281                    0
                 0.5                    0     4.03756227715519                    0
                 0.5                    0     3.88775422174678                    0
                 0.5                    0     3.72484485392366                    0
                 0.5                    0     3.54522955747588                    0
                 0.5                    0     3.34768320247764                    0
                 0.5                    0     3.13419719003096                    0
                 0.5                    0     2.91008589975012                    0
                 0.5                    0     2.68329921641145                    0
                 0.5                    0     2.46311634901847                    0
                 0.5                    0     2.25857172857848                    0
                 0.5                    0     2.07701795134829                    0
                 0.5                    0     1.92315450904465                    0
                 0.5                    0     1.79868439537486                    0
                 0.5                    0       1.702571307359                    0
                 0.5                    0     1.63172322182471                    0
                 0.5                    0      1.5818616875323                    0
                 0.5                    0      1.5483523188061                    0
                 0.5                    0     1.52684435944181                    0
                 0.5                    0     1.51365803155796                    0
                 0.5                    0     1.50593533839196                    0
                 0.5                    0     1.50161582321131                    0
                 0.5                    0     1.49931220555633                    0
                 0.5                    0     1.49815107290721                    0
                 0.5                    0     1.49762350466722                    0
                 0.5                    0     1.49747009949364                    0
                 0.5                    0     1.49761022034419                    0
                 0.5                    0     1.49811773329567                    0
                 0.5                    0      1.4992433523576                    0
                 0.5                    0     1.50148354759794                    0
                 0.5                    0     1.50569397520741                    0
                 0.5                    0      1.5132381322991                    0
                 0.5                    0     1.52614757253197                    0
                 0.5                    0     1.54724973088162                    0
                 0.5                    0     1.58019883341948                    0
                 0.5                    0     1.62933480034715                    0
                 0.5                    0     1.69930711994326                    0
                 0.5                    0     1.79444496954795                    0
                 0.5                    0     1.91793074824914                    0
                 0.5                    0     2.07092520741558                    0
                 0.5                    0     2.25186667899786                    0
                 0.5                    0     2.45618658191482                    0
                 0.5                    0     2.67662107857138                    0
                 0.5                    0     2.90415490849137                    0
                 0.5                    0     3.12944449980314                    0
                 0.5                    0     3.34439783665144                    0
                 0.5                    0     3.54350657886891                    0
                 0.5                    0     3.72457352256821                    0
                 0.5                    0     3.88864917344231                    0
                 0.5                    0     4.03922854924229                    0
                 0.5                    0     4.18097833849359                    0
                 0.5                    0     4.31838669133373                    0
                 0.5                    0     4.45471350760476                    0
                 0.5                    0     4.59148206903142                    0
                 0.5                    0     4.72855218971999                    0
                 0.5                    0     4.86462794742979                    0
                 0.5                    0     4.99794325993771                    0
                 0.5                    0     5.12686353945361                    0
                 0.5                    0     5.25022686824203                    0
                 0.5                    0      5.3673784680334                    0
                 0.5                    0      5.4779733720849                    0
                 0.5                    0     5.58169222610514                    0
                 0.5                    0     5.67801799154134                    0
                 0.5                    0     5.76616843790849                    0
                 0.5                    0     5.84520065618629                    0
                 0.5                    0     5.91423344553615                    0
                 0.5                    0     5.97269587948434                    0
                 0.5                    0     6.02051316328365                    0
                 0.5                    0     6.05817496521879                    0
                 0.5                    0     6.08667792536662                    0
                 0.5                    0     6.10737379723817                    0
                 0.5                    0     6.12177548746911                    0
                 0.5                    0     6.13137288236367                    0
                 0.5                    0      6.1374946732016                    0
                 0.5                    0     6.14123090739607                    0
                 0.5                    0     6.14341219981472                    0
                 0.5                    0     6.14463019308995                    0
                55.5                    0     6.14590824144817                    0
                   0                    0     6.14590824144817                    0
