#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
-10.00000000   5.69523908   0.00000000
  0.00000000   5.69523908   0.00000000
  0.00000000   5.05482390   0.00000000
 10.00000000   5.05482390   0.00000000
 10.00000000  -0.09446536   0.00000000
 49.95292555  -0.09446536   0.00000000
 49.95292555   2.96127257   0.00000000
 59.95292555   2.96127257   0.00000000
 59.95292555   5.69523908   0.00000000
 60.65023171   5.69523908   0.00000000
 60.65023171   3.16194050   0.00000000
148.53965690   3.16194050   0.00000000
148.53965690   5.09488697   0.00000000
188.37492560   5.09488697   0.00000000
188.37492560   2.06900000   0.00000000
198.37492560   2.06900000   0.00000000
