#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
241.90248817  -0.00009827   0.00000000
242.40248817  -0.00009827   0.00000000
242.40248817  -0.00012924   0.00000000
242.90248817  -0.00012924   0.00000000
242.90248817  -0.00018172   0.00000000
243.40248817  -0.00018172   0.00000000
243.40248817  -0.00026872   0.00000000
243.90248817  -0.00026872   0.00000000
243.90248817  -0.00040961   0.00000000
244.40248817  -0.00040961   0.00000000
244.40248817  -0.00063244   0.00000000
244.90248817  -0.00063244   0.00000000
244.90248817  -0.00097666   0.00000000
245.40248817  -0.00097666   0.00000000
245.40248817  -0.00149590   0.00000000
245.90248817  -0.00149590   0.00000000
245.90248817  -0.00226081   0.00000000
246.40248817  -0.00226081   0.00000000
246.40248817  -0.00336122   0.00000000
246.90248817  -0.00336122   0.00000000
246.90248817  -0.00490715   0.00000000
247.40248817  -0.00490715   0.00000000
247.40248817  -0.00702813   0.00000000
247.90248817  -0.00702813   0.00000000
247.90248817  -0.00986999   0.00000000
248.40248817  -0.00986999   0.00000000
248.40248817  -0.01358885   0.00000000
248.90248817  -0.01358885   0.00000000
248.90248817  -0.01834213   0.00000000
249.40248817  -0.01834213   0.00000000
249.40248817  -0.02427686   0.00000000
249.90248817  -0.02427686   0.00000000
249.90248817  -0.03151629   0.00000000
250.40248817  -0.03151629   0.00000000
250.40248817  -0.04014607   0.00000000
250.90248817  -0.04014607   0.00000000
250.90248817  -0.05020196   0.00000000
251.40248817  -0.05020196   0.00000000
251.40248817  -0.06166091   0.00000000
251.90248817  -0.06166091   0.00000000
251.90248817  -0.07443733   0.00000000
252.40248817  -0.07443733   0.00000000
252.40248817  -0.08838568   0.00000000
252.90248817  -0.08838568   0.00000000
252.90248817  -0.10330974   0.00000000
253.40248817  -0.10330974   0.00000000
253.40248817  -0.11897756   0.00000000
253.90248817  -0.11897756   0.00000000
253.90248817  -0.13514055   0.00000000
254.40248817  -0.13514055   0.00000000
254.40248817  -0.15155390   0.00000000
254.90248817  -0.15155390   0.00000000
254.90248817  -0.16799556   0.00000000
255.40248817  -0.16799556   0.00000000
255.40248817  -0.18428112   0.00000000
255.90248817  -0.18428112   0.00000000
255.90248817  -0.20027262   0.00000000
256.40248817  -0.20027262   0.00000000
256.40248817  -0.21588058   0.00000000
256.90248817  -0.21588058   0.00000000
256.90248817  -0.23105951   0.00000000
257.40248817  -0.23105951   0.00000000
257.40248817  -0.24579847   0.00000000
257.90248817  -0.24579847   0.00000000
257.90248817  -0.26010869   0.00000000
258.40248817  -0.26010869   0.00000000
258.40248817  -0.27401079   0.00000000
258.90248817  -0.27401079   0.00000000
258.90248817  -0.28752336   0.00000000
259.40248817  -0.28752336   0.00000000
259.40248817  -0.30065476   0.00000000
259.90248817  -0.30065476   0.00000000
259.90248817  -0.31339833   0.00000000
260.40248817  -0.31339833   0.00000000
260.40248817  -0.32573128   0.00000000
260.90248817  -0.32573128   0.00000000
260.90248817  -0.33761631   0.00000000
261.40248817  -0.33761631   0.00000000
261.40248817  -0.34900517   0.00000000
261.90248817  -0.34900517   0.00000000
261.90248817  -0.35984312   0.00000000
262.40248817  -0.35984312   0.00000000
262.40248817  -0.37007348   0.00000000
262.90248817  -0.37007348   0.00000000
262.90248817  -0.37964200   0.00000000
263.40248817  -0.37964200   0.00000000
263.40248817  -0.38850055   0.00000000
263.90248817  -0.38850055   0.00000000
263.90248817  -0.39661030   0.00000000
264.40248817  -0.39661030   0.00000000
264.40248817  -0.40394428   0.00000000
264.90248817  -0.40394428   0.00000000
264.90248817  -0.41048941   0.00000000
265.40248817  -0.41048941   0.00000000
265.40248817  -0.41624777   0.00000000
265.90248817  -0.41624777   0.00000000
265.90248817  -0.42123711   0.00000000
266.40248817  -0.42123711   0.00000000
266.40248817  -0.42549045   0.00000000
266.90248817  -0.42549045   0.00000000
266.90248817  -0.42905461   0.00000000
267.40248817  -0.42905461   0.00000000
267.40248817  -0.43198788   0.00000000
267.90248817  -0.43198788   0.00000000
267.90248817  -0.43435695   0.00000000
268.40248817  -0.43435695   0.00000000
268.40248817  -0.43623338   0.00000000
268.90248817  -0.43623338   0.00000000
268.90248817  -0.43769000   0.00000000
269.40248817  -0.43769000   0.00000000
269.40248817  -0.43879763   0.00000000
269.90248817  -0.43879763   0.00000000
269.90248817  -0.43962227   0.00000000
270.40248817  -0.43962227   0.00000000
270.40248817  -0.44022318   0.00000000
270.90248817  -0.44022318   0.00000000
270.90248817  -0.44152056   0.00000000
349.90248817  -0.44152056   0.00000000
349.90248817  -0.44152056   0.00000000
359.90248817  -0.44152056   0.00000000
